LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Baltimore City,07,45,008-001,UNAFFILIATED,2,0,2,1,6
Baltimore City,07,45,008-001,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,45,008-002,DEMOCRATIC,172,66,59,5,1148
Baltimore City,07,45,008-002,GREEN,0,0,0,0,7
Baltimore City,07,45,008-002,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,45,008-002,OTHER PARTIES,1,0,1,1,21
Baltimore City,07,45,008-002,REPUBLICAN,7,2,1,0,61
Baltimore City,07,45,008-002,UNAFFILIATED,12,3,4,0,171
Baltimore City,07,45,008-002,WORKING CLASS PARTY,0,0,1,0,2
Baltimore City,07,45,008-003,DEMOCRATIC,155,38,92,9,1278
Baltimore City,07,45,008-003,GREEN,0,0,1,0,6
Baltimore City,07,45,008-003,LIBERTARIAN,2,0,0,0,4
Baltimore City,07,45,008-003,OTHER PARTIES,1,0,0,0,22
Baltimore City,07,45,008-003,REPUBLICAN,7,0,2,0,70
Baltimore City,07,45,008-003,UNAFFILIATED,12,2,1,3,197
Baltimore City,07,45,008-003,WORKING CLASS PARTY,0,0,0,0,3
Baltimore City,07,45,008-004,DEMOCRATIC,27,9,23,1,283
Baltimore City,07,45,008-004,GREEN,0,0,0,0,1
Baltimore City,07,45,008-004,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,45,008-004,OTHER PARTIES,0,0,0,0,7
Baltimore City,07,45,008-004,REPUBLICAN,0,0,0,0,20
Baltimore City,07,45,008-004,UNAFFILIATED,1,0,1,0,42
Baltimore City,07,45,008-004,WORKING CLASS PARTY,1,0,0,0,2
Baltimore City,07,45,008-005,DEMOCRATIC,146,43,98,5,1221
Baltimore City,07,45,008-005,GREEN,0,0,0,0,3
Baltimore City,07,45,008-005,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,45,008-005,OTHER PARTIES,0,1,1,22,14
Baltimore City,07,45,008-005,REPUBLICAN,5,1,1,0,57
Baltimore City,07,45,008-005,UNAFFILIATED,11,1,3,0,144
Baltimore City,07,45,008-005,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,45,008-006,DEMOCRATIC,308,75,121,19,1736
Baltimore City,07,45,008-006,GREEN,1,0,0,0,3
Baltimore City,07,45,008-006,LIBERTARIAN,1,0,0,0,3
Baltimore City,07,45,008-006,OTHER PARTIES,4,0,0,0,34
Baltimore City,07,45,008-006,REPUBLICAN,7,0,2,1,73
Baltimore City,07,45,008-006,UNAFFILIATED,34,3,7,7,247
Baltimore City,07,45,008-006,WORKING CLASS PARTY,0,0,1,0,4
Baltimore City,07,45,008-007,DEMOCRATIC,138,21,51,5,1150
Baltimore City,07,45,008-007,GREEN,0,0,0,0,2
Baltimore City,07,45,008-007,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,45,008-007,OTHER PARTIES,1,0,0,23,18
Baltimore City,07,45,008-007,REPUBLICAN,3,1,1,0,54
Baltimore City,07,45,008-007,UNAFFILIATED,13,1,2,0,138
Baltimore City,07,45,008-007,WORKING CLASS PARTY,0,0,0,0,2
Baltimore City,07,45,008-008,DEMOCRATIC,250,58,109,12,728
Baltimore City,07,45,008-008,GREEN,0,1,1,0,3
Baltimore City,07,45,008-008,LIBERTARIAN,0,1,0,0,2
Baltimore City,07,45,008-008,OTHER PARTIES,2,0,0,0,7
Baltimore City,07,45,008-008,REPUBLICAN,28,5,12,0,78
Baltimore City,07,45,008-008,UNAFFILIATED,35,5,5,0,108
Baltimore City,07,45,008-008,WORKING CLASS PARTY,1,0,0,0,1
Baltimore City,07,45,008-009,DEMOCRATIC,9,2,1,0,57
Baltimore City,07,45,008-009,GREEN,0,0,0,0,0
Baltimore City,07,45,008-009,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,45,008-009,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,45,008-009,REPUBLICAN,0,0,0,0,2
Baltimore City,07,45,008-009,UNAFFILIATED,0,0,0,0,10
Baltimore City,07,45,008-009,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,45,008-010,DEMOCRATIC,325,115,248,25,2230
Baltimore City,07,45,008-010,GREEN,1,0,0,0,6
Baltimore City,07,45,008-010,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,45,008-010,OTHER PARTIES,0,1,2,0,26
Baltimore City,07,45,008-010,REPUBLICAN,7,2,3,3,89
Baltimore City,07,45,008-010,UNAFFILIATED,6,2,6,2,237
Baltimore City,07,45,008-010,WORKING CLASS PARTY,0,0,1,0,10
Baltimore City,07,45,008-011,DEMOCRATIC,49,12,26,3,356
Baltimore City,07,45,008-011,GREEN,0,0,0,0,3
Baltimore City,07,45,008-011,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,45,008-011,OTHER PARTIES,0,0,0,0,1
Baltimore City,07,45,008-011,REPUBLICAN,1,2,0,0,26
Baltimore City,07,45,008-011,UNAFFILIATED,4,0,1,2,54
Baltimore City,07,45,008-011,WORKING CLASS PARTY,0,0,0,1,1
Baltimore City,07,43A,009-001,DEMOCRATIC,67,42,39,23,530
Baltimore City,07,43A,009-001,GREEN,0,0,4,0,7
Baltimore City,07,43A,009-001,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,43A,009-001,OTHER PARTIES,1,0,0,1,6
Baltimore City,07,43A,009-001,REPUBLICAN,2,1,0,0,16
Baltimore City,07,43A,009-001,UNAFFILIATED,5,3,4,1,94
Baltimore City,07,43A,009-001,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,43A,009-002,DEMOCRATIC,119,42,101,24,752
Baltimore City,07,43A,009-002,GREEN,2,1,1,1,8
Baltimore City,07,43A,009-002,LIBERTARIAN,1,0,0,0,2
Baltimore City,07,43A,009-002,OTHER PARTIES,2,0,0,0,5
Baltimore City,07,43A,009-002,REPUBLICAN,4,1,1,2,27
Baltimore City,07,43A,009-002,UNAFFILIATED,18,1,6,3,133
Baltimore City,07,43A,009-002,WORKING CLASS PARTY,0,0,1,0,2
Baltimore City,07,43A,009-003,DEMOCRATIC,251,54,154,36,1079
Baltimore City,07,43A,009-003,GREEN,0,0,0,0,2
Baltimore City,07,43A,009-003,LIBERTARIAN,1,0,1,0,3
Baltimore City,07,43A,009-003,OTHER PARTIES,5,2,0,0,16
Baltimore City,07,43A,009-003,REPUBLICAN,15,1,1,0,47
Baltimore City,07,43A,009-003,UNAFFILIATED,19,3,11,8,163
Baltimore City,07,43A,009-003,WORKING CLASS PARTY,0,0,1,0,4
Baltimore City,07,43A,009-004,DEMOCRATIC,437,168,381,15,1816
Baltimore City,07,43A,009-004,GREEN,2,0,1,0,6
Baltimore City,07,43A,009-004,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,43A,009-004,OTHER PARTIES,2,1,1,1,12
Baltimore City,07,43A,009-004,REPUBLICAN,21,3,10,2,66
Baltimore City,07,43A,009-004,UNAFFILIATED,38,15,25,0,215
Baltimore City,07,43A,009-004,WORKING CLASS PARTY,0,2,0,0,2
Baltimore City,07,43A,009-005,DEMOCRATIC,254,161,292,42,1377
Baltimore City,07,43A,009-005,GREEN,1,0,0,0,6
Baltimore City,07,43A,009-005,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,43A,009-005,OTHER PARTIES,1,0,0,0,10
Baltimore City,07,43A,009-005,REPUBLICAN,10,2,8,2,69
Baltimore City,07,43A,009-005,UNAFFILIATED,20,11,20,8,172
Baltimore City,07,43A,009-005,WORKING CLASS PARTY,0,0,0,0,3
Baltimore City,07,43A,009-006,DEMOCRATIC,406,207,298,15,2017
Baltimore City,07,43A,009-006,GREEN,0,1,0,0,3
Baltimore City,07,43A,009-006,LIBERTARIAN,1,0,0,1,4
Baltimore City,07,43A,009-006,OTHER PARTIES,3,0,1,1,20
Baltimore City,07,43A,009-006,REPUBLICAN,12,3,6,0,80
Baltimore City,07,43A,009-006,UNAFFILIATED,30,11,11,1,244
Baltimore City,07,43A,009-006,WORKING CLASS PARTY,0,0,0,0,1
Baltimore City,07,45,009-007,DEMOCRATIC,163,47,119,4,965
Baltimore City,07,45,009-007,GREEN,1,0,0,0,10
Baltimore City,07,45,009-007,LIBERTARIAN,1,0,0,0,7
Baltimore City,07,45,009-007,OTHER PARTIES,0,0,1,0,13
Baltimore City,07,45,009-007,REPUBLICAN,6,3,1,0,45
Baltimore City,07,45,009-007,UNAFFILIATED,17,3,7,0,121
Baltimore City,07,45,009-007,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,45,009-008,DEMOCRATIC,143,58,93,23,1333
Baltimore City,07,45,009-008,GREEN,0,0,0,0,5
Baltimore City,07,45,009-008,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,45,009-008,OTHER PARTIES,2,0,1,2,24
Baltimore City,07,45,009-008,REPUBLICAN,3,1,1,0,55
Baltimore City,07,45,009-008,UNAFFILIATED,7,2,0,2,160
Baltimore City,07,45,009-008,WORKING CLASS PARTY,0,1,0,1,3
Baltimore City,07,43A,009-009,DEMOCRATIC,131,39,69,23,679
Baltimore City,07,43A,009-009,GREEN,0,0,0,0,1
Baltimore City,07,43A,009-009,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,43A,009-009,OTHER PARTIES,0,0,0,1,6
Baltimore City,07,43A,009-009,REPUBLICAN,3,0,3,0,40
Baltimore City,07,43A,009-009,UNAFFILIATED,10,1,1,0,114
Baltimore City,07,43A,009-009,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,43A,009-010,DEMOCRATIC,201,24,104,28,948
Baltimore City,07,43A,009-010,GREEN,3,0,1,0,6
Baltimore City,07,43A,009-010,LIBERTARIAN,0,0,1,0,3
Baltimore City,07,43A,009-010,OTHER PARTIES,0,0,0,0,12
Baltimore City,07,43A,009-010,REPUBLICAN,3,1,3,1,45
Baltimore City,07,43A,009-010,UNAFFILIATED,15,1,12,6,145
Baltimore City,07,43A,009-010,WORKING CLASS PARTY,1,0,1,0,4
Baltimore City,07,43A,009-011,DEMOCRATIC,27,9,8,2,246
Baltimore City,07,43A,009-011,GREEN,0,0,0,0,1
Baltimore City,07,43A,009-011,LIBERTARIAN,1,0,0,0,1
Baltimore City,07,43A,009-011,OTHER PARTIES,0,0,0,1,2
Baltimore City,07,43A,009-011,REPUBLICAN,1,0,0,0,8
Baltimore City,07,43A,009-011,UNAFFILIATED,3,0,0,0,36
Baltimore City,07,43A,009-011,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,43A,009-012,DEMOCRATIC,90,52,50,0,811
Baltimore City,07,43A,009-012,GREEN,0,0,0,0,2
Baltimore City,07,43A,009-012,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,43A,009-012,OTHER PARTIES,0,1,0,0,14
Baltimore City,07,43A,009-012,REPUBLICAN,2,0,2,0,33
Baltimore City,07,43A,009-012,UNAFFILIATED,9,2,9,0,113
Baltimore City,07,43A,009-012,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,45,009-013,DEMOCRATIC,98,14,40,19,700
Baltimore City,07,45,009-013,GREEN,0,0,0,0,2
Baltimore City,07,45,009-013,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,45,009-013,OTHER PARTIES,0,0,0,1,14
Baltimore City,07,45,009-013,REPUBLICAN,2,0,2,2,35
Baltimore City,07,45,009-013,UNAFFILIATED,1,3,2,1,88
Baltimore City,07,45,009-013,WORKING CLASS PARTY,0,0,0,0,2
Baltimore City,07,43A,009-014,DEMOCRATIC,119,25,46,2,757
Baltimore City,07,43A,009-014,GREEN,0,0,0,0,1
Baltimore City,07,43A,009-014,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,43A,009-014,OTHER PARTIES,2,0,0,0,18
Baltimore City,07,43A,009-014,REPUBLICAN,3,2,0,0,32
Baltimore City,07,43A,009-014,UNAFFILIATED,11,1,6,1,120
Baltimore City,07,43A,009-014,WORKING CLASS PARTY,0,0,0,0,4
Baltimore City,07,45,009-015,DEMOCRATIC,157,42,93,24,1239
Baltimore City,07,45,009-015,GREEN,0,0,0,0,3
Baltimore City,07,45,009-015,LIBERTARIAN,0,0,0,0,4
Baltimore City,07,45,009-015,OTHER PARTIES,2,1,0,0,36
Baltimore City,07,45,009-015,REPUBLICAN,1,0,0,1,48
Baltimore City,07,45,009-015,UNAFFILIATED,15,1,5,1,201
Baltimore City,07,45,009-015,WORKING CLASS PARTY,0,0,1,0,4
Baltimore City,07,45,010-001,DEMOCRATIC,145,35,66,21,862
Baltimore City,07,45,010-001,GREEN,0,0,0,0,2
Baltimore City,07,45,010-001,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,45,010-001,OTHER PARTIES,0,0,0,10,14
Baltimore City,07,45,010-001,REPUBLICAN,2,0,1,0,29
Baltimore City,07,45,010-001,UNAFFILIATED,9,2,4,2,98
Baltimore City,07,45,010-001,WORKING CLASS PARTY,0,0,0,0,1
Baltimore City,07,45,010-002,DEMOCRATIC,116,28,93,27,902
Baltimore City,07,45,010-002,GREEN,0,0,0,0,0
Baltimore City,07,45,010-002,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,45,010-002,OTHER PARTIES,1,0,0,0,12
Baltimore City,07,45,010-002,REPUBLICAN,3,2,0,1,33
Baltimore City,07,45,010-002,UNAFFILIATED,6,1,4,0,108
Baltimore City,07,45,010-002,WORKING CLASS PARTY,0,0,0,0,1
Baltimore City,07,46,010-003,DEMOCRATIC,27,1,17,1,404
Baltimore City,07,46,010-003,GREEN,0,0,0,0,1
Baltimore City,07,46,010-003,LIBERTARIAN,0,0,1,0,2
Baltimore City,07,46,010-003,OTHER PARTIES,0,0,0,3,12
Baltimore City,07,46,010-003,REPUBLICAN,0,0,3,0,26
Baltimore City,07,46,010-003,UNAFFILIATED,2,0,1,0,81
Baltimore City,07,46,010-003,WORKING CLASS PARTY,0,0,2,0,3
Baltimore City,07,45,010-004,DEMOCRATIC,50,10,48,2,505
Baltimore City,07,45,010-004,GREEN,0,0,0,0,1
Baltimore City,07,45,010-004,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,45,010-004,OTHER PARTIES,0,0,1,0,9
Baltimore City,07,45,010-004,REPUBLICAN,1,0,1,0,21
Baltimore City,07,45,010-004,UNAFFILIATED,4,0,2,0,60
Baltimore City,07,45,010-004,WORKING CLASS PARTY,0,0,0,0,1
Baltimore City,07,40,011-001,DEMOCRATIC,300,54,236,63,1119
Baltimore City,07,40,011-001,GREEN,0,0,2,0,5
Baltimore City,07,40,011-001,LIBERTARIAN,2,0,1,0,5
Baltimore City,07,40,011-001,OTHER PARTIES,1,0,1,1,11
Baltimore City,07,40,011-001,REPUBLICAN,15,1,1,3,57
Baltimore City,07,40,011-001,UNAFFILIATED,44,8,30,12,271
Baltimore City,07,40,011-001,WORKING CLASS PARTY,1,0,0,0,3
Baltimore City,07,40,011-002,DEMOCRATIC,78,4,78,17,368
Baltimore City,07,40,011-002,GREEN,0,0,0,0,1
Baltimore City,07,40,011-002,LIBERTARIAN,1,0,0,0,2
Baltimore City,07,40,011-002,OTHER PARTIES,0,0,0,0,2
Baltimore City,07,40,011-002,REPUBLICAN,2,0,2,2,21
Baltimore City,07,40,011-002,UNAFFILIATED,15,2,9,3,78
Baltimore City,07,40,011-002,WORKING CLASS PARTY,0,0,1,0,1
Baltimore City,07,40,011-003,DEMOCRATIC,292,62,232,25,1101
Baltimore City,07,40,011-003,GREEN,2,0,1,1,9
Baltimore City,07,40,011-003,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,40,011-003,OTHER PARTIES,2,0,0,31,8
Baltimore City,07,40,011-003,REPUBLICAN,21,1,8,0,73
Baltimore City,07,40,011-003,UNAFFILIATED,31,4,16,2,213
Baltimore City,07,40,011-003,WORKING CLASS PARTY,1,0,1,0,2
Baltimore City,07,40,011-004,DEMOCRATIC,11,2,3,0,58
Baltimore City,07,40,011-004,GREEN,0,0,0,0,0
Baltimore City,07,40,011-004,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,011-004,OTHER PARTIES,1,0,0,0,2
Baltimore City,07,40,011-004,REPUBLICAN,0,0,0,0,3
Baltimore City,07,40,011-004,UNAFFILIATED,0,0,0,0,8
Baltimore City,07,40,011-004,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,40,011-005,DEMOCRATIC,288,71,217,40,1605
Baltimore City,07,40,011-005,GREEN,1,0,1,1,6
Baltimore City,07,40,011-005,LIBERTARIAN,1,0,0,0,6
Baltimore City,07,40,011-005,OTHER PARTIES,0,0,0,0,14
Baltimore City,07,40,011-005,REPUBLICAN,6,5,1,0,74
Baltimore City,07,40,011-005,UNAFFILIATED,36,9,17,6,317
Baltimore City,07,40,011-005,WORKING CLASS PARTY,0,0,2,0,4
Baltimore City,07,46,011-006,DEMOCRATIC,276,37,220,66,1300
Baltimore City,07,46,011-006,GREEN,0,0,0,0,3
Baltimore City,07,46,011-006,LIBERTARIAN,0,0,0,0,10
Baltimore City,07,46,011-006,OTHER PARTIES,1,0,1,4,15
Baltimore City,07,46,011-006,REPUBLICAN,17,3,8,4,108
Baltimore City,07,46,011-006,UNAFFILIATED,44,7,25,15,318
Baltimore City,07,46,011-006,WORKING CLASS PARTY,0,0,0,1,0
Baltimore City,07,46,011-007,DEMOCRATIC,304,34,163,47,968
Baltimore City,07,46,011-007,GREEN,3,0,0,0,11
Baltimore City,07,46,011-007,LIBERTARIAN,0,0,0,0,5
Baltimore City,07,46,011-007,OTHER PARTIES,1,0,2,0,12
Baltimore City,07,46,011-007,REPUBLICAN,17,1,6,5,74
Baltimore City,07,46,011-007,UNAFFILIATED,52,3,16,7,278
Baltimore City,07,46,011-007,WORKING CLASS PARTY,2,0,0,0,6
Baltimore City,07,45,011-008,DEMOCRATIC,0,0,0,0,0
Baltimore City,07,45,011-008,GREEN,0,0,0,0,0
Baltimore City,07,45,011-008,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,45,011-008,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,45,011-008,REPUBLICAN,0,0,0,0,0
Baltimore City,07,45,011-008,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,45,011-008,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,43A,012-001,DEMOCRATIC,506,94,716,62,1965
Baltimore City,07,43A,012-001,GREEN,1,0,0,0,4
Baltimore City,07,43A,012-001,LIBERTARIAN,1,0,0,0,6
Baltimore City,07,43A,012-001,OTHER PARTIES,3,1,0,1,13
Baltimore City,07,43A,012-001,REPUBLICAN,57,4,25,5,195
Baltimore City,07,43A,012-001,UNAFFILIATED,66,9,48,12,394
Baltimore City,07,43A,012-001,WORKING CLASS PARTY,0,0,2,0,2
Baltimore City,07,43A,012-002,DEMOCRATIC,62,16,41,4,201
Baltimore City,07,43A,012-002,GREEN,0,0,0,0,0
Baltimore City,07,43A,012-002,LIBERTARIAN,0,0,1,0,4
Baltimore City,07,43A,012-002,OTHER PARTIES,1,0,0,0,2
Baltimore City,07,43A,012-002,REPUBLICAN,11,0,7,0,34
Baltimore City,07,43A,012-002,UNAFFILIATED,5,1,6,0,37
Baltimore City,07,43A,012-002,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,43A,012-003,DEMOCRATIC,196,16,108,3,485
Baltimore City,07,43A,012-003,GREEN,2,0,0,0,2
Baltimore City,07,43A,012-003,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,43A,012-003,OTHER PARTIES,0,0,0,20,4
Baltimore City,07,43A,012-003,REPUBLICAN,8,1,5,0,33
Baltimore City,07,43A,012-003,UNAFFILIATED,29,1,7,2,112
Baltimore City,07,43A,012-003,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,43A,012-004,DEMOCRATIC,191,36,200,42,973
Baltimore City,07,43A,012-004,GREEN,1,0,0,1,6
Baltimore City,07,43A,012-004,LIBERTARIAN,0,0,0,0,8
Baltimore City,07,43A,012-004,OTHER PARTIES,1,0,0,1,6
Baltimore City,07,43A,012-004,REPUBLICAN,9,0,5,4,83
Baltimore City,07,43A,012-004,UNAFFILIATED,36,4,17,10,290
Baltimore City,07,43A,012-004,WORKING CLASS PARTY,0,0,1,0,1
Baltimore City,07,43A,012-005,DEMOCRATIC,249,37,192,25,888
Baltimore City,07,43A,012-005,GREEN,0,0,1,2,15
Baltimore City,07,43A,012-005,LIBERTARIAN,0,0,0,0,4
Baltimore City,07,43A,012-005,OTHER PARTIES,0,0,0,1,4
Baltimore City,07,43A,012-005,REPUBLICAN,5,2,0,1,33
Baltimore City,07,43A,012-005,UNAFFILIATED,21,2,18,3,180
Baltimore City,07,43A,012-005,WORKING CLASS PARTY,0,0,0,0,1
Baltimore City,07,43A,012-006,DEMOCRATIC,177,19,140,62,634
Baltimore City,07,43A,012-006,GREEN,0,0,1,0,6
Baltimore City,07,43A,012-006,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43A,012-006,OTHER PARTIES,2,0,0,0,3
Baltimore City,07,43A,012-006,REPUBLICAN,8,0,3,2,33
Baltimore City,07,43A,012-006,UNAFFILIATED,30,4,14,18,157
Baltimore City,07,43A,012-006,WORKING CLASS PARTY,0,0,0,0,0
Baltimore City,07,43A,012-007,DEMOCRATIC,324,48,143,15,1166
Baltimore City,07,43A,012-007,GREEN,4,1,1,0,11
Baltimore City,07,43A,012-007,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,43A,012-007,OTHER PARTIES,1,1,0,0,11
Baltimore City,07,43A,012-007,REPUBLICAN,5,0,2,0,45
Baltimore City,07,43A,012-007,UNAFFILIATED,29,1,10,2,175
Baltimore City,07,43A,012-007,WORKING CLASS PARTY,0,0,3,0,6
Baltimore City,07,43A,012-008,DEMOCRATIC,608,81,419,60,2214
Baltimore City,07,43A,012-008,GREEN,0,0,4,2,17
Baltimore City,07,43A,012-008,LIBERTARIAN,3,0,1,0,7
Baltimore City,07,43A,012-008,OTHER PARTIES,4,0,0,6,31
Baltimore City,07,43A,012-008,REPUBLICAN,33,2,10,1,160
Baltimore City,07,43A,012-008,UNAFFILIATED,82,6,40,19,485
Baltimore City,07,43A,012-008,WORKING CLASS PARTY,2,0,1,0,8
Baltimore City,07,40,012-009,DEMOCRATIC,43,5,28,9,154
Baltimore City,07,40,012-009,GREEN,0,0,0,0,2
Baltimore City,07,40,012-009,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,012-009,OTHER PARTIES,0,0,0,0,1
Baltimore City,07,40,012-009,REPUBLICAN,3,2,1,0,19
Baltimore City,07,40,012-009,UNAFFILIATED,9,0,4,1,34
Baltimore City,07,40,012-009,WORKING CLASS PARTY,0,0,0,1,0
Baltimore City,07,43A,012-010,DEMOCRATIC,246,52,121,35,1397
Baltimore City,07,43A,012-010,GREEN,1,0,1,0,6
Baltimore City,07,43A,012-010,LIBERTARIAN,1,0,0,0,5
Baltimore City,07,43A,012-010,OTHER PARTIES,1,0,0,4,31
Baltimore City,07,43A,012-010,REPUBLICAN,8,0,4,1,101
Baltimore City,07,43A,012-010,UNAFFILIATED,34,5,13,5,257
Baltimore City,07,43A,012-010,WORKING CLASS PARTY,1,0,3,0,11
Baltimore City,07,40,012-011,DEMOCRATIC,92,10,48,37,497
Baltimore City,07,40,012-011,GREEN,1,0,0,0,4
Baltimore City,07,40,012-011,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,40,012-011,OTHER PARTIES,2,0,0,1,5
Baltimore City,07,40,012-011,REPUBLICAN,3,0,2,1,27
Baltimore City,07,40,012-011,UNAFFILIATED,14,2,3,2,91
Baltimore City,07,40,012-011,WORKING CLASS PARTY,0,0,0,0,2
Baltimore City,07,45,012-012,DEMOCRATIC,320,44,159,41,1352
Baltimore City,07,45,012-012,GREEN,4,0,0,0,10
Baltimore City,07,45,012-012,LIBERTARIAN,0,0,1,0,5
Baltimore City,07,45,012-012,OTHER PARTIES,2,0,0,1,30
Baltimore City,07,45,012-012,REPUBLICAN,8,1,2,1,55
Baltimore City,07,45,012-012,UNAFFILIATED,48,6,14,7,295
Baltimore City,07,45,012-012,WORKING CLASS PARTY,0,1,1,0,6
Baltimore City,02,41,013-001,DEMOCRATIC,192,25,259,27,721
Baltimore City,02,41,013-001,GREEN,0,0,1,0,1
Baltimore City,02,41,013-001,LIBERTARIAN,0,0,0,0,2
Baltimore City,02,41,013-001,OTHER PARTIES,0,0,0,0,0
Baltimore City,02,41,013-001,REPUBLICAN,15,3,7,1,62
Baltimore City,02,41,013-001,UNAFFILIATED,23,1,12,3,107
Baltimore City,02,41,013-001,WORKING CLASS PARTY,1,0,0,1,1
Baltimore City,02,40,013-002,DEMOCRATIC,420,53,330,41,1252
Baltimore City,02,40,013-002,GREEN,0,0,2,0,9
Baltimore City,02,40,013-002,LIBERTARIAN,0,0,0,0,6
Baltimore City,02,40,013-002,OTHER PARTIES,4,0,1,0,17
Baltimore City,02,40,013-002,REPUBLICAN,36,2,10,1,118
Baltimore City,02,40,013-002,UNAFFILIATED,59,12,22,4,248
Baltimore City,02,40,013-002,WORKING CLASS PARTY,0,0,0,0,1
Baltimore City,07,40,013-003,DEMOCRATIC,193,17,97,15,488
Baltimore City,07,40,013-003,GREEN,1,0,2,0,6
Baltimore City,07,40,013-003,LIBERTARIAN,1,0,0,0,3
Baltimore City,07,40,013-003,OTHER PARTIES,0,0,0,2,5
Baltimore City,07,40,013-003,REPUBLICAN,15,2,5,1,62
Baltimore City,07,40,013-003,UNAFFILIATED,30,1,8,4,120
Baltimore City,07,40,013-003,WORKING CLASS PARTY,2,0,0,0,2
Baltimore City,02,40,013-004,DEMOCRATIC,571,98,440,53,1805
Baltimore City,02,40,013-004,GREEN,3,1,1,0,13
Baltimore City,02,40,013-004,LIBERTARIAN,3,0,2,0,15
Baltimore City,02,40,013-004,OTHER PARTIES,4,3,2,2,24
Baltimore City,02,40,013-004,REPUBLICAN,70,6,31,2,271
Baltimore City,02,40,013-004,UNAFFILIATED,124,11,61,12,484
Baltimore City,02,40,013-004,WORKING CLASS PARTY,1,0,1,0,5
Baltimore City,07,40,013-005,DEMOCRATIC,191,32,190,38,651
Baltimore City,07,40,013-005,GREEN,1,0,0,0,7
Baltimore City,07,40,013-005,LIBERTARIAN,1,0,0,0,3
Baltimore City,07,40,013-005,OTHER PARTIES,2,0,0,2,4
Baltimore City,07,40,013-005,REPUBLICAN,23,1,7,3,81
Baltimore City,07,40,013-005,UNAFFILIATED,33,2,18,4,165
Baltimore City,07,40,013-005,WORKING CLASS PARTY,1,0,0,0,1
Baltimore City,07,40,013-006,DEMOCRATIC,92,16,33,14,470
Baltimore City,07,40,013-006,GREEN,0,0,0,0,0
Baltimore City,07,40,013-006,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,40,013-006,OTHER PARTIES,0,0,0,0,3
Baltimore City,07,40,013-006,REPUBLICAN,0,0,0,1,23
Baltimore City,07,40,013-006,UNAFFILIATED,11,1,2,0,92
Baltimore City,07,40,013-006,WORKING CLASS PARTY,0,0,0,1,0
Baltimore City,07,40,013-007,DEMOCRATIC,120,48,64,34,1013
Baltimore City,07,40,013-007,GREEN,0,0,0,0,2
Baltimore City,07,40,013-007,LIBERTARIAN,0,0,0,0,4
Baltimore City,07,40,013-007,OTHER PARTIES,0,0,1,0,24
Baltimore City,07,40,013-007,REPUBLICAN,2,2,2,2,46
Baltimore City,07,40,013-007,UNAFFILIATED,4,1,1,2,149
Baltimore City,07,40,013-007,WORKING CLASS PARTY,1,1,0,0,3
Baltimore City,07,40,013-008,DEMOCRATIC,330,56,127,26,1329
Baltimore City,07,40,013-008,GREEN,0,0,0,0,5
Baltimore City,07,40,013-008,LIBERTARIAN,0,0,0,0,1
